Index,AoA_1,AoA_2,AoA_3,AoA_4,AoA_5,AoA_6,AoA_7,AoA_8,AoA_9,AoA_10,AoZ_1,AoZ_2,AoZ_3,AoZ_4,AoZ_5,AoZ_6,AoZ_7,AoZ_8,AoZ_9,AoZ_10,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,g_1,g_2,g_3,g_4,g_5,g_6,g_7,g_8,g_9,g_10,NumPaths,MaxPixel
34,-110.989559,30.507555,-97.859400,-5.334157,69.829131,0.000000,0.000000,0.000000,0.000000,0.000000,23.160483,33.617662,89.282816,155.827901,33.423090,0.000000,0.000000,0.000000,0.000000,0.000000,0.003572,0.011370,0.036169,0.004440,0.048933,0.000000,0.000000,0.000000,0.000000,0.000000,-3.417139,10.257639,-9.937151,6.384846,-2.988654,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 249 41
35,-173.270985,46.110156,-153.180730,37.752123,122.777897,0.000000,0.000000,0.000000,0.000000,0.000000,-152.389048,101.337731,-171.692809,106.433408,29.242478,0.000000,0.000000,0.000000,0.000000,0.000000,0.067450,0.021072,0.077779,0.025290,0.096342,0.000000,0.000000,0.000000,0.000000,0.000000,-10.477167,-8.606160,-1.416083,9.701533,8.738122,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 17 365
36,-106.417298,-23.824904,-9.801537,-155.285318,121.394366,0.000000,0.000000,0.000000,0.000000,0.000000,-8.855204,-43.178297,-116.309632,-78.698778,-31.675632,0.000000,0.000000,0.000000,0.000000,0.000000,0.091388,0.017371,0.057588,0.013325,0.054693,0.000000,0.000000,0.000000,0.000000,0.000000,-1.625947,4.624646,-8.869588,-5.387000,-14.527974,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 226 299
37,-49.928276,122.327946,-30.690595,7.826379,-52.812066,0.000000,0.000000,0.000000,0.000000,0.000000,-34.043812,112.548499,18.948956,-42.291173,-39.507109,0.000000,0.000000,0.000000,0.000000,0.000000,0.033030,0.046204,0.010824,0.019246,0.016757,0.000000,0.000000,0.000000,0.000000,0.000000,3.358808,13.830165,7.583388,-11.106471,11.647016,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 187 291
38,-25.056051,91.028744,-156.010902,-145.935188,102.099151,0.000000,0.000000,0.000000,0.000000,0.000000,-135.696059,13.034084,-174.269703,22.762804,-51.723101,0.000000,0.000000,0.000000,0.000000,0.000000,0.086723,0.077167,0.050565,0.057226,0.093430,0.000000,0.000000,0.000000,0.000000,0.000000,3.452938,-8.147720,10.349765,-3.717883,3.656076,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 211 383
39,-170.393850,75.345834,89.132249,179.876577,93.012111,0.000000,0.000000,0.000000,0.000000,0.000000,94.818919,99.352289,-49.945246,-140.313065,52.495102,0.000000,0.000000,0.000000,0.000000,0.000000,0.092100,0.032457,0.072009,0.075770,0.001118,0.000000,0.000000,0.000000,0.000000,0.000000,-3.640842,4.743733,-6.270542,-1.735155,7.576149,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 367 151
40,-145.404400,-120.262382,106.405768,140.312544,-24.467791,0.000000,0.000000,0.000000,0.000000,0.000000,110.209476,5.778014,-171.264143,107.901047,-37.633189,0.000000,0.000000,0.000000,0.000000,0.000000,0.030959,0.016279,0.096965,0.052386,0.001259,0.000000,0.000000,0.000000,0.000000,0.000000,-7.948078,-8.595073,2.776170,6.709380,2.584000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 365 352
41,-148.218512,-162.813146,126.876950,136.498221,-103.359332,0.000000,0.000000,0.000000,0.000000,0.000000,105.638344,-4.579517,-140.498716,-16.897882,-131.967134,0.000000,0.000000,0.000000,0.000000,0.000000,0.054050,0.084277,0.056024,0.088241,0.021375,0.000000,0.000000,0.000000,0.000000,0.000000,7.666447,-13.296880,-0.523581,-11.389966,-3.700912,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 171 276
42,172.620401,20.653854,-101.197486,170.880833,6.518181,0.000000,0.000000,0.000000,0.000000,0.000000,-9.123705,-10.782498,-115.495354,83.491237,149.953093,0.000000,0.000000,0.000000,0.000000,0.000000,0.019080,0.094836,0.016295,0.069508,0.010968,0.000000,0.000000,0.000000,0.000000,0.000000,-6.280776,3.455282,-2.608225,3.523173,13.198674,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 253 23
43,122.895666,108.264928,173.326117,139.858264,98.657950,0.000000,0.000000,0.000000,0.000000,0.000000,29.224486,-11.196316,-122.836585,-169.343683,-139.875837,0.000000,0.000000,0.000000,0.000000,0.000000,0.063350,0.073333,0.037248,0.059117,0.048487,0.000000,0.000000,0.000000,0.000000,0.000000,-3.174757,5.539266,10.169358,-8.253734,-13.035965,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 365 32
44,65.008688,-14.888516,38.931386,99.444574,42.870140,0.000000,0.000000,0.000000,0.000000,0.000000,-19.220127,122.518050,150.269669,1.782857,-117.394851,0.000000,0.000000,0.000000,0.000000,0.000000,0.066754,0.016671,0.071498,0.009809,0.035779,0.000000,0.000000,0.000000,0.000000,0.000000,3.933759,5.786312,7.966472,-4.394382,-6.982528,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 188 349
45,136.604746,79.182861,175.766136,175.314872,54.714803,0.000000,0.000000,0.000000,0.000000,0.000000,147.502561,-0.606178,-177.934857,-39.810909,163.940861,0.000000,0.000000,0.000000,0.000000,0.000000,0.010445,0.082988,0.071435,0.065714,0.066450,0.000000,0.000000,0.000000,0.000000,0.000000,1.955277,-7.716648,-11.651477,-3.219213,12.029668,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 28 40
46,-131.792626,113.389885,-13.334133,172.203237,-150.192181,0.000000,0.000000,0.000000,0.000000,0.000000,169.312785,-21.982268,57.525653,-86.659878,-142.146857,0.000000,0.000000,0.000000,0.000000,0.000000,0.006711,0.024593,0.059829,0.093632,0.018521,0.000000,0.000000,0.000000,0.000000,0.000000,-7.619952,2.611145,-1.871127,-3.389896,10.175368,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 105 336
47,20.282990,19.544601,-113.574273,-112.967003,142.003981,0.000000,0.000000,0.000000,0.000000,0.000000,76.851415,136.666418,-101.689356,137.837134,-100.902908,0.000000,0.000000,0.000000,0.000000,0.000000,0.074710,0.084912,0.023375,0.094220,0.036327,0.000000,0.000000,0.000000,0.000000,0.000000,10.038964,-11.890798,6.273114,0.098200,-1.963139,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 110 202
48,-65.055982,-64.178482,43.671118,86.152744,-151.597431,0.000000,0.000000,0.000000,0.000000,0.000000,-35.478036,31.671623,-169.239691,83.986779,17.594305,0.000000,0.000000,0.000000,0.000000,0.000000,0.030514,0.060427,0.022676,0.032996,0.078603,0.000000,0.000000,0.000000,0.000000,0.000000,-7.632742,-11.050994,4.669168,3.856417,-10.362091,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 119 19
49,-30.684849,38.584834,-108.338799,-82.219863,22.681270,0.000000,0.000000,0.000000,0.000000,0.000000,-170.697847,-58.494516,144.602950,-59.106789,13.940152,0.000000,0.000000,0.000000,0.000000,0.000000,0.050049,0.063599,0.066235,0.022123,0.088320,0.000000,0.000000,0.000000,0.000000,0.000000,5.836517,-13.513201,-11.233968,-11.985922,-11.875358,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 217 375
50,-146.674126,79.763364,-70.112303,146.653684,-153.539957,0.000000,0.000000,0.000000,0.000000,0.000000,4.957367,155.431877,-172.963005,163.390786,-25.772368,0.000000,0.000000,0.000000,0.000000,0.000000,0.097041,0.091225,0.062498,0.014079,0.003462,0.000000,0.000000,0.000000,0.000000,0.000000,11.392905,0.004355,4.632297,14.656085,-10.574691,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 218 31
51,84.706722,-42.216991,-58.855384,20.486376,-148.269807,0.000000,0.000000,0.000000,0.000000,0.000000,112.155494,-60.913433,-161.025806,-159.729188,55.202715,0.000000,0.000000,0.000000,0.000000,0.000000,0.039746,0.037933,0.092562,0.042574,0.060453,0.000000,0.000000,0.000000,0.000000,0.000000,8.354772,-8.017438,-1.323539,2.215690,13.640379,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 336 179
52,-148.389185,-79.637690,-174.153961,167.491056,-174.090829,0.000000,0.000000,0.000000,0.000000,0.000000,129.328546,24.202969,-34.598773,150.912111,-48.854049,0.000000,0.000000,0.000000,0.000000,0.000000,0.046907,0.046850,0.014568,0.023069,0.055132,0.000000,0.000000,0.000000,0.000000,0.000000,-1.950403,4.466380,-14.843739,-4.526912,-9.359047,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 254 305
53,-46.137759,77.920349,149.480144,79.766640,-165.866783,0.000000,0.000000,0.000000,0.000000,0.000000,155.513933,-39.227919,96.195688,2.332231,-50.114337,0.000000,0.000000,0.000000,0.000000,0.000000,0.019211,0.064278,0.095137,0.061808,0.010394,0.000000,0.000000,0.000000,0.000000,0.000000,14.242625,14.407212,8.362546,5.382708,-4.216066,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 158 337
54,-163.653577,-41.197403,117.017295,-36.305474,-146.877888,0.000000,0.000000,0.000000,0.000000,0.000000,-106.614567,5.408069,55.362960,-132.272830,172.811832,0.000000,0.000000,0.000000,0.000000,0.000000,0.068256,0.025961,0.000552,0.047257,0.015369,0.000000,0.000000,0.000000,0.000000,0.000000,6.416520,-0.002701,-14.201366,2.506690,13.976771,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 81 368
55,172.417351,-97.780117,-38.620238,117.641429,9.977746,0.000000,0.000000,0.000000,0.000000,0.000000,-42.406250,-108.739412,-48.859991,-172.157623,139.291429,0.000000,0.000000,0.000000,0.000000,0.000000,0.062864,0.027992,0.087370,0.011691,0.019327,0.000000,0.000000,0.000000,0.000000,0.000000,-14.108906,-8.181332,6.470514,-1.178203,3.436701,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 245 25
56,47.933813,37.497419,-64.610629,-58.023232,-5.459104,0.000000,0.000000,0.000000,0.000000,0.000000,139.864450,-172.083957,28.548057,-139.041862,-43.515361,0.000000,0.000000,0.000000,0.000000,0.000000,0.003942,0.027871,0.089767,0.036410,0.097624,0.000000,0.000000,0.000000,0.000000,0.000000,7.190712,9.633344,3.153735,9.473962,12.600156,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 334 107
57,30.037172,144.860250,21.902386,166.625573,126.427665,0.000000,0.000000,0.000000,0.000000,0.000000,56.563972,-7.202144,152.181847,-28.284908,106.233095,0.000000,0.000000,0.000000,0.000000,0.000000,0.035021,0.017911,0.067692,0.010757,0.015346,0.000000,0.000000,0.000000,0.000000,0.000000,-8.797850,12.036756,12.990557,7.276478,-9.737067,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 256 19
58,-35.035565,-120.472141,-131.594639,44.228712,6.790968,0.000000,0.000000,0.000000,0.000000,0.000000,-82.206949,137.443793,102.142522,42.562254,55.053388,0.000000,0.000000,0.000000,0.000000,0.000000,0.083833,0.052853,0.066462,0.054267,0.047306,0.000000,0.000000,0.000000,0.000000,0.000000,-11.100248,0.288527,-9.778452,0.303099,-14.071168,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 169 92
59,59.020030,-94.878978,-52.091663,-157.664911,98.958698,0.000000,0.000000,0.000000,0.000000,0.000000,-138.666167,-169.536300,-160.293369,-80.338672,-55.069255,0.000000,0.000000,0.000000,0.000000,0.000000,0.030351,0.059095,0.062074,0.066184,0.065102,0.000000,0.000000,0.000000,0.000000,0.000000,11.716272,-8.536966,2.673256,0.096039,0.383825,-1000.000000,-1000.000000,-1000.000000,-1000.000000,-1000.000000,5, 30 112
